"Piece","Label.SD","SD","Clave_.","Section","Clave","Bass","Guitar","Tres","Bongo","Bell","Cajon","Conga","Trumpet","Cl_Dens","Bs_Dens","Gt_Dens","Tr_Dens","Bn_Dens","Bl_Dens","Cj_Dens","Cn_Dens","Tm_Dens","CycleTime","Cycle","Isochronous.SD.Time"
"Song_2","77:1",1,"1","Montuno",271.828369,NA,271.849579,NA,NA,NA,NA,NA,NA,1.5,NA,4,NA,NA,NA,NA,NA,NA,271.828,77,271.828
"Song_2","77:2",2,"N","Montuno",NA,NA,272.040922,272.000084,NA,NA,NA,NA,NA,NA,NA,4,3.5,NA,NA,NA,NA,NA,NA,77,272.046
"Song_2","77:3",3,"N","Montuno",NA,NA,272.26304,NA,272.258445,NA,NA,NA,NA,NA,NA,4.5,NA,4,NA,NA,NA,NA,NA,77,272.264
"Song_2","77:4",4,"2","Montuno",272.482283,NA,272.515505,272.454629,NA,NA,NA,NA,NA,2,NA,4.5,4,NA,NA,NA,NA,NA,NA,77,272.482
"Song_2","77:5",5,"N","Montuno",NA,272.652395,272.737176,NA,NA,NA,NA,NA,NA,NA,1.5,4.5,NA,NA,NA,NA,NA,NA,NA,77,272.7
"Song_2","77:6",6,"N","Montuno",NA,NA,272.917578,272.90084,NA,NA,NA,NA,NA,NA,NA,4.5,3.5,NA,NA,NA,NA,NA,NA,77,272.918
"Song_2","77:7",7,"3","Montuno",273.121647,273.096883,273.140061,273.116159,273.120118,NA,NA,NA,NA,1.5,1.5,4.5,3.5,3.5,NA,NA,NA,NA,NA,77,273.136
"Song_2","77:8",8,"N","Montuno",NA,NA,273.378435,273.341739,NA,NA,NA,NA,NA,NA,NA,5,3.5,NA,NA,NA,NA,NA,NA,77,273.354
"Song_2","77:9",9,"N","Montuno",NA,NA,NA,273.546445,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,77,273.572
"Song_2","77:10",10,"N","Montuno",NA,NA,273.811451,273.75739,NA,NA,NA,NA,NA,NA,NA,4.5,4,NA,NA,NA,NA,NA,NA,77,273.79
"Song_2","77:11",11,"4","Montuno",273.995469,NA,274.049335,273.979812,273.988295,NA,NA,NA,NA,1.5,NA,4,4.5,2.5,NA,NA,NA,NA,NA,77,274.008
"Song_2","77:12",12,"N","Montuno",NA,NA,274.238091,NA,274.206846,NA,NA,NA,NA,NA,NA,4.5,NA,3,NA,NA,NA,NA,NA,77,274.226
"Song_2","77:13",13,"5","Montuno",274.448535,274.392248,274.451876,274.426171,274.423529,NA,NA,NA,NA,2,1.5,4.5,4,3,NA,NA,NA,NA,NA,77,274.444
"Song_2","77:14",14,"N","Montuno",NA,NA,NA,NA,274.653856,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,77,274.662
"Song_2","77:15",15,"N","Montuno",NA,274.858707,274.88447,274.885647,NA,NA,NA,NA,NA,NA,1.5,4,4,NA,NA,NA,NA,NA,NA,77,274.88
"Song_2","77:16",16,"N","Montuno",NA,NA,275.146958,NA,275.098358,NA,NA,NA,NA,NA,NA,3.5,NA,3,NA,NA,NA,NA,NA,77,275.098
"Song_2","78:1",1,"1","Montuno",275.317335,NA,275.338541,275.328604,NA,NA,NA,NA,NA,1.5,NA,4,3.5,NA,NA,NA,NA,NA,275.316,78,275.316
"Song_2","78:2",2,"N","Montuno",NA,NA,275.561431,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,78,275.5366875
"Song_2","78:3",3,"N","Montuno",NA,NA,275.788668,275.742911,275.7552,NA,NA,NA,NA,NA,NA,4.5,3,3,NA,NA,NA,NA,NA,78,275.757375
"Song_2","78:4",4,"2","Montuno",275.988695,275.994153,275.99047,NA,275.973948,NA,NA,NA,NA,2,1.5,4.5,NA,3.5,NA,NA,NA,NA,NA,78,275.9780625
"Song_2","78:5",5,"N","Montuno",NA,276.206139,276.207751,276.186784,NA,NA,NA,NA,NA,NA,2,4.5,2.5,NA,NA,NA,NA,NA,NA,78,276.19875
"Song_2","78:6",6,"N","Montuno",NA,NA,276.419952,276.400973,276.446917,NA,NA,NA,NA,NA,NA,4.5,3,2.5,NA,NA,NA,NA,NA,78,276.4194375
"Song_2","78:7",7,"3","Montuno",276.643703,276.642872,276.634648,276.610164,276.636188,NA,NA,NA,NA,1.5,2,4.5,3,3.5,NA,NA,NA,NA,NA,78,276.640125
"Song_2","78:8",8,"N","Montuno",NA,NA,276.864309,NA,276.861706,NA,NA,NA,NA,NA,NA,5,NA,3.5,NA,NA,NA,NA,NA,78,276.8608125
"Song_2","78:9",9,"N","Montuno",NA,NA,277.085099,NA,277.086229,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,78,277.0815
"Song_2","78:10",10,"N","Montuno",NA,NA,277.301367,277.311936,277.288899,NA,NA,NA,NA,NA,NA,5,3,4,NA,NA,NA,NA,NA,78,277.3021875
"Song_2","78:11",11,"4","Montuno",277.522816,NA,277.539068,277.537953,277.50156,NA,NA,NA,NA,1.5,NA,5,3,4.5,NA,NA,NA,NA,NA,78,277.522875
"Song_2","78:12",12,"N","Montuno",NA,NA,277.766849,277.749587,277.717781,NA,NA,NA,NA,NA,NA,5,3,5,NA,NA,NA,NA,NA,78,277.7435625
"Song_2","78:13",13,"5","Montuno",277.974116,277.931862,277.985927,277.967005,277.956603,NA,NA,NA,NA,2,2,5,3.5,5,NA,NA,NA,NA,NA,78,277.96425
"Song_2","78:14",14,"N","Montuno",NA,NA,NA,278.177534,278.178013,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,78,278.1849375
"Song_2","78:15",15,"N","Montuno",NA,278.383635,278.405241,278.400966,NA,NA,NA,NA,NA,NA,1.5,4.5,4,NA,NA,NA,NA,NA,NA,78,278.405625
"Song_2","78:16",16,"N","Montuno",NA,NA,278.643722,278.616684,278.604432,NA,NA,NA,NA,NA,NA,4,3.5,4.5,NA,NA,NA,NA,NA,78,278.6263125
"Song_2","79:1",1,"1","Montuno",278.851639,NA,278.85096,278.834657,NA,NA,NA,NA,NA,1.5,NA,4.5,4,NA,NA,NA,NA,NA,278.847,79,278.847
"Song_2","79:2",2,"N","Montuno",NA,279.062358,279.055301,279.041512,NA,NA,NA,NA,NA,NA,1.5,4.5,4.5,NA,NA,NA,NA,NA,NA,79,279.06675
"Song_2","79:3",3,"N","Montuno",NA,279.242312,279.281544,279.2734,279.294653,NA,NA,NA,NA,NA,2,4.5,5,3,NA,NA,NA,NA,NA,79,279.2865
"Song_2","79:4",4,"2","Montuno",279.500432,279.48949,279.533004,279.499908,279.514022,NA,NA,NA,NA,2,2.5,4.5,5,3,NA,NA,NA,NA,NA,79,279.50625
"Song_2","79:5",5,"N","Montuno",NA,NA,279.728135,279.724666,279.740048,NA,NA,NA,NA,NA,NA,4.5,5,3,NA,NA,NA,NA,NA,79,279.726
"Song_2","79:6",6,"N","Montuno",NA,NA,279.926155,279.926004,279.934563,NA,NA,NA,NA,NA,NA,4.5,5,3.5,NA,NA,NA,NA,NA,79,279.94575
"Song_2","79:7",7,"3","Montuno",280.153033,280.168341,280.147661,280.150798,NA,NA,NA,NA,NA,1.5,2.5,4.5,5,NA,NA,NA,NA,NA,NA,79,280.1655
"Song_2","79:8",8,"N","Montuno",NA,NA,280.378371,280.368749,280.379658,NA,NA,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,79,280.38525
"Song_2","79:9",9,"N","Montuno",NA,NA,NA,280.594238,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,79,280.605
"Song_2","79:10",10,"N","Montuno",NA,NA,280.807532,280.803641,280.804333,NA,NA,NA,NA,NA,NA,4.5,5,3.5,NA,NA,NA,NA,NA,79,280.82475
"Song_2","79:11",11,"4","Montuno",281.041975,NA,281.024328,281.010181,281.034898,NA,NA,NA,NA,1.5,NA,4.5,5,4,NA,NA,NA,NA,NA,79,281.0445
"Song_2","79:12",12,"N","Montuno",NA,NA,281.267423,NA,281.254432,NA,NA,NA,NA,NA,NA,4.5,NA,4.5,NA,NA,NA,NA,NA,79,281.26425
"Song_2","79:13",13,"5","Montuno",281.497985,281.470774,281.48105,281.455212,281.463203,NA,NA,NA,NA,2,1.5,4.5,4.5,4.5,NA,NA,NA,NA,NA,79,281.484
"Song_2","79:14",14,"N","Montuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,281.70375
"Song_2","79:15",15,"N","Montuno",NA,281.929303,281.927665,281.909536,281.913251,NA,NA,NA,NA,NA,1.5,3.5,4,4,NA,NA,NA,NA,NA,79,281.9235
"Song_2","79:16",16,"N","Montuno",NA,NA,282.167944,NA,282.152074,NA,NA,NA,NA,NA,NA,3.5,NA,4,NA,NA,NA,NA,NA,79,282.14325
"Song_2","80:1",1,"1","Montuno",282.364192,NA,282.391154,282.363271,NA,NA,NA,NA,NA,1.5,NA,3.5,3.5,NA,NA,NA,NA,NA,282.363,80,282.363
"Song_2","80:2",2,"N","Montuno",NA,NA,282.56622,NA,282.599175,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,80,282.58378125
"Song_2","80:3",3,"N","Montuno",NA,NA,282.825665,282.828533,282.807628,NA,NA,NA,NA,NA,NA,4,2.5,3.5,NA,NA,NA,NA,NA,80,282.8045625
"Song_2","80:4",4,"2","Montuno",283.022712,NA,283.06629,NA,283.022516,NA,NA,NA,NA,2,NA,4,NA,4,NA,NA,NA,NA,NA,80,283.02534375
"Song_2","80:5",5,"N","Montuno",NA,283.240697,283.268849,283.250332,NA,NA,NA,NA,NA,NA,1.5,4,2.5,NA,NA,NA,NA,NA,NA,80,283.246125
"Song_2","80:6",6,"N","Montuno",NA,NA,283.476581,283.477204,283.45714,NA,NA,NA,NA,NA,NA,4.5,2.5,3.5,NA,NA,NA,NA,NA,80,283.46690625
"Song_2","80:7",7,"3","Montuno",283.683821,283.647301,283.687373,283.664714,NA,NA,NA,NA,NA,1.5,1.5,4.5,3,NA,NA,NA,NA,NA,NA,80,283.6876875
"Song_2","80:8",8,"N","Montuno",NA,NA,283.907516,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,80,283.90846875
"Song_2","80:9",9,"N","Montuno",NA,NA,284.141129,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,80,284.12925
"Song_2","80:10",10,"N","Montuno",NA,NA,284.353978,284.353182,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,80,284.35003125
"Song_2","80:11",11,"4","Montuno",284.577715,NA,284.576263,284.602118,NA,NA,NA,NA,NA,1.5,NA,4.5,3,NA,NA,NA,NA,NA,NA,80,284.5708125
"Song_2","80:12",12,"N","Montuno",NA,NA,284.824326,284.785769,NA,NA,NA,NA,NA,NA,NA,5,3.5,NA,NA,NA,NA,NA,NA,80,284.79159375
"Song_2","80:13",13,"5","Montuno",285.037861,285.025885,285.035839,285.016559,NA,NA,NA,NA,NA,1.5,1.5,5,3.5,NA,NA,NA,NA,NA,NA,80,285.012375
"Song_2","80:14",14,"N","Montuno",NA,NA,285.243297,285.221616,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,80,285.23315625
"Song_2","80:15",15,"N","Montuno",NA,285.449516,285.470869,285.443885,NA,NA,NA,NA,NA,NA,1.5,5,4,NA,NA,NA,NA,NA,NA,80,285.4539375
"Song_2","80:16",16,"N","Montuno",NA,NA,285.67355,285.660613,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,80,285.67471875
"Song_2","81:1",1,"1","Montuno",285.896544,NA,285.911726,NA,NA,NA,NA,NA,NA,1.5,NA,4.5,NA,NA,NA,NA,NA,NA,285.8955,81,285.8955
"Song_2","81:2",2,"N","Montuno",NA,286.095167,286.124847,286.089291,NA,286.135426,NA,NA,NA,NA,1.5,5,4,NA,0.5,NA,NA,NA,NA,81,286.1179622375
"Song_2","81:3",3,"N","Montuno",NA,NA,286.315551,286.318561,NA,286.352904,NA,NA,NA,NA,NA,5,4.5,NA,1,NA,NA,NA,NA,81,286.340424475
"Song_2","81:4",4,"2","Montuno",286.555754,NA,286.555389,286.544454,NA,286.563607,NA,NA,NA,2,NA,5,4.5,NA,1.5,NA,NA,NA,NA,81,286.5628867125
"Song_2","81:5",5,"N","Montuno",NA,286.757007,NA,286.770061,NA,286.7855,NA,NA,NA,NA,2,NA,4.5,NA,2,NA,NA,NA,NA,81,286.78534895
"Song_2","81:6",6,"N","Montuno",NA,NA,286.965602,286.982173,NA,287.010619,NA,NA,NA,NA,NA,4.5,4.5,NA,2.5,NA,NA,NA,NA,81,287.0078111875
"Song_2","81:7",7,"3","Montuno",287.205037,287.20909,287.244283,287.204291,NA,287.233676,NA,NA,NA,1.5,2,4,4.5,NA,3,NA,NA,NA,NA,81,287.230273425
"Song_2","81:8",8,"N","Montuno",NA,NA,287.4407,287.41538,NA,287.456082,NA,NA,NA,NA,NA,4.5,4.5,NA,3.5,NA,NA,NA,NA,81,287.4527356625
"Song_2","81:9",9,"N","Montuno",NA,NA,287.64828,NA,NA,287.677255,NA,NA,NA,NA,NA,4.5,NA,NA,4,NA,NA,NA,NA,81,287.6751979
"Song_2","81:10",10,"N","Montuno",NA,NA,287.859609,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,81,287.8976601375
"Song_2","81:11",11,"4","Montuno",288.107877,NA,288.117385,288.056635,NA,288.094744,NA,NA,288.083716,1.5,NA,4.5,4,NA,4.5,NA,NA,4,NA,81,288.120122375
"Song_2","81:12",12,"N","Montuno",NA,288.295309,288.32331,288.329061,NA,NA,NA,NA,NA,NA,1.5,4,3.5,NA,NA,NA,NA,NA,NA,81,288.3425846125
"Song_2","81:13",13,"5","Montuno",288.567674,NA,288.57559,288.564736,NA,288.571114,NA,NA,NA,1.5,NA,4,3.5,NA,3.5,NA,NA,NA,NA,81,288.56504685
"Song_2","81:14",14,"N","Montuno",NA,288.757379,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,81,288.7875090875
"Song_2","81:15",15,"N","Montuno",NA,NA,289.003893,289.012304,NA,289.025097,NA,NA,NA,NA,NA,4,3,NA,3,NA,NA,NA,NA,81,289.009971325
"Song_2","81:16",16,"N","Montuno",NA,289.197336,289.249001,289.214684,NA,289.244554,NA,NA,289.214399,NA,2,4,3,NA,3,NA,NA,3,NA,81,289.2324335625
"Song_2","82:1",1,"1","Montuno",289.457942,289.464685,289.474263,289.45566,NA,289.463054,NA,NA,289.44152,2,2,4,3,NA,3,NA,NA,3,289.4548958,82,289.4548958
"Song_2","82:2",2,"N","Montuno",NA,NA,289.663049,NA,NA,289.687089,NA,NA,289.627625,NA,NA,4,NA,NA,3,NA,NA,2.5,NA,82,289.6769648125
"Song_2","82:3",3,"N","Montuno",NA,NA,289.904789,289.875407,NA,289.902281,NA,NA,289.818508,NA,NA,4,3.5,NA,3.5,NA,NA,3,NA,82,289.899033825
"Song_2","82:4",4,"2","Montuno",290.144538,290.122906,290.135135,290.093345,NA,290.11655,NA,NA,NA,2.5,2.5,4,3.5,NA,3.5,NA,NA,NA,NA,82,290.1211028375
"Song_2","82:5",5,"N","Montuno",NA,NA,290.370229,290.336898,NA,290.339879,NA,NA,NA,NA,NA,4,3.5,NA,4,NA,NA,NA,NA,82,290.34317185
"Song_2","82:6",6,"N","Montuno",NA,NA,290.574182,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,82,290.5652408625
"Song_2","82:7",7,"3","Montuno",290.8044,290.785589,290.804321,290.749172,NA,NA,NA,NA,NA,2.5,2,4.5,3.5,NA,NA,NA,NA,NA,NA,82,290.787309875
"Song_2","82:8",8,"N","Montuno",NA,NA,291.038567,290.96955,NA,291.009115,NA,NA,NA,NA,NA,4.5,4,NA,4,NA,NA,NA,NA,82,291.0093788875
"Song_2","82:9",9,"N","Montuno",NA,NA,291.248239,291.201859,NA,291.234057,NA,NA,NA,NA,NA,5,4,NA,4,NA,NA,NA,NA,82,291.2314479
"Song_2","82:10",10,"N","Montuno",NA,NA,291.45787,NA,NA,NA,NA,NA,291.50891,NA,NA,5,NA,NA,NA,NA,NA,5.5,NA,82,291.4535169125
"Song_2","82:11",11,"4","Montuno",291.680029,NA,291.670896,291.66102,NA,291.67716,NA,NA,291.674619,1.5,NA,4.5,3.5,NA,3.5,NA,NA,5.5,NA,82,291.675585925
"Song_2","82:12",12,"N","Montuno",NA,291.919414,291.88592,291.883004,NA,NA,NA,NA,291.876097,NA,2,5,3.5,NA,NA,NA,NA,5.5,NA,82,291.8976549375
"Song_2","82:13",13,"5","Montuno",292.142581,NA,292.124661,292.136043,NA,292.12444,NA,NA,292.077092,2,NA,5,3.5,NA,2.5,NA,NA,5.5,NA,82,292.11972395
"Song_2","82:14",14,"N","Montuno",NA,292.35718,292.366305,NA,NA,NA,NA,NA,292.283308,NA,2,5,NA,NA,NA,NA,NA,5.5,NA,82,292.3417929625
"Song_2","82:15",15,"N","Montuno",NA,292.552494,292.594893,292.552271,NA,292.554205,NA,NA,292.500602,NA,2.5,4.5,3.5,NA,2.5,NA,NA,5.5,NA,82,292.563861975
"Song_2","82:16",16,"N","Montuno",NA,292.762811,NA,292.785768,NA,292.788186,NA,NA,292.781689,NA,3,NA,3.5,NA,3,NA,NA,5.5,NA,82,292.7859309875
"Song_2","83:1",1,"1","Montuno",293.010927,293.01573,NA,293.020181,NA,293.013846,NA,NA,NA,1.5,2.5,NA,3.5,NA,3,NA,NA,NA,293.008,83,293.008
"Song_2","83:2",2,"N","Montuno",NA,NA,293.267576,NA,NA,293.238563,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,83,293.23176171875
"Song_2","83:3",3,"N","Montuno",NA,NA,293.475213,293.460413,NA,293.454232,NA,NA,NA,NA,NA,4,3.5,NA,3.5,NA,NA,NA,NA,83,293.4555234375
"Song_2","83:4",4,"2","Montuno",293.690016,293.6661,293.690828,293.677645,NA,293.676841,NA,NA,NA,2,3,4,3.5,NA,4,NA,NA,NA,NA,83,293.67928515625
"Song_2","83:5",5,"N","Montuno",NA,NA,293.931724,293.911622,NA,293.903728,NA,NA,NA,NA,NA,4,3.5,NA,4,NA,NA,NA,NA,83,293.903046875
"Song_2","83:6",6,"N","Montuno",NA,NA,294.131301,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,83,294.12680859375
"Song_2","83:7",7,"3","Montuno",294.351684,294.336389,294.372558,294.318847,NA,294.350364,NA,NA,NA,2,3,4,3.5,NA,4,NA,NA,NA,NA,83,294.3505703125
"Song_2","83:8",8,"N","Montuno",NA,NA,294.594122,294.519272,NA,NA,NA,NA,NA,NA,NA,4.5,4,NA,NA,NA,NA,NA,NA,83,294.57433203125
"Song_2","83:9",9,"N","Montuno",NA,NA,294.809817,294.751822,NA,294.805015,NA,NA,NA,NA,NA,4.5,4,NA,3.5,NA,NA,NA,NA,83,294.79809375
"Song_2","83:10",10,"N","Montuno",NA,NA,295.024794,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,83,295.02185546875
"Song_2","83:11",11,"4","Montuno",295.244986,NA,295.256039,295.210957,NA,295.236449,NA,NA,NA,1.5,NA,5,3.5,NA,3.5,NA,NA,NA,NA,83,295.2456171875
"Song_2","83:12",12,"N","Montuno",NA,295.453559,295.474357,295.435559,NA,NA,NA,NA,NA,NA,1.5,5,4,NA,NA,NA,NA,NA,NA,83,295.46937890625
"Song_2","83:13",13,"5","Montuno",295.702546,NA,295.689851,295.692562,NA,295.674599,NA,NA,NA,1.5,NA,5,3.5,NA,3,NA,NA,NA,NA,83,295.693140625
"Song_2","83:14",14,"N","Montuno",NA,295.917424,295.914021,NA,NA,NA,NA,NA,NA,NA,1.5,5,NA,NA,NA,NA,NA,NA,NA,83,295.91690234375
"Song_2","83:15",15,"N","Montuno",NA,296.102805,296.141397,296.130531,NA,296.12077,NA,NA,NA,NA,2,4.5,3.5,NA,2.5,NA,NA,NA,NA,83,296.1406640625
"Song_2","83:16",16,"N","Montuno",NA,296.337016,296.355628,296.379705,NA,296.347846,NA,NA,NA,NA,2,5,3.5,NA,3,NA,NA,NA,NA,83,296.36442578125
"Song_2","84:1",1,"1","Montuno",296.576286,296.576712,296.590978,296.581462,NA,296.576741,NA,NA,NA,1.5,2.5,5,3.5,NA,3,NA,NA,NA,296.5881875,84,296.5881875
"Song_2","84:2",2,"N","Montuno",NA,NA,296.80037,NA,NA,296.786693,NA,NA,NA,NA,NA,5,NA,NA,3.5,NA,NA,NA,NA,84,296.81030078125
"Song_2","84:3",3,"N","Montuno",NA,NA,297.034892,296.986611,NA,296.998113,NA,NA,NA,NA,NA,4.5,3.5,NA,3.5,NA,NA,NA,NA,84,297.0324140625
"Song_2","84:4",4,"2","Montuno",297.241456,297.246652,297.275634,297.204216,NA,297.215116,NA,NA,NA,2,3,4.5,4,NA,4,NA,NA,NA,NA,84,297.25452734375
"Song_2","84:5",5,"N","Montuno",NA,NA,297.470811,297.443674,NA,297.438324,NA,NA,NA,NA,NA,5,3.5,NA,4,NA,NA,NA,NA,84,297.476640625
"Song_2","84:6",6,"N","Montuno",NA,NA,297.695256,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,84,297.69875390625
"Song_2","84:7",7,"3","Montuno",297.911982,297.903705,297.915218,297.863462,NA,297.883691,NA,NA,NA,2,3,4.5,3.5,NA,4,NA,NA,NA,NA,84,297.9208671875
"Song_2","84:8",8,"N","Montuno",NA,NA,298.121913,298.097926,NA,298.11866,NA,NA,NA,NA,NA,5,4,NA,4.5,NA,NA,NA,NA,84,298.14298046875
"Song_2","84:9",9,"N","Montuno",NA,NA,298.356649,298.329465,NA,298.335348,NA,NA,NA,NA,NA,4.5,4,NA,4.5,NA,NA,NA,NA,84,298.36509375
"Song_2","84:10",10,"N","Montuno",NA,NA,298.568636,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,84,298.58720703125
"Song_2","84:11",11,"4","Montuno",298.783049,NA,298.784121,298.76366,NA,298.774369,NA,NA,NA,2,NA,5,3.5,NA,4,NA,NA,NA,NA,84,298.8093203125
"Song_2","84:12",12,"N","Montuno",NA,299.025545,299.016102,298.999196,NA,NA,NA,NA,NA,NA,2.5,5,3.5,NA,NA,NA,NA,NA,NA,84,299.03143359375
"Song_2","84:13",13,"5","Montuno",299.242482,NA,299.246258,299.240767,NA,299.224683,NA,NA,299.226434,2,NA,5,3.5,NA,3,NA,NA,2,NA,84,299.253546875
"Song_2","84:14",14,"N","Montuno",NA,299.448543,299.462055,NA,NA,NA,NA,NA,299.418108,NA,2.5,5,NA,NA,NA,NA,NA,2,NA,84,299.47566015625
"Song_2","84:15",15,"N","Montuno",NA,NA,299.696222,299.660488,NA,299.664698,NA,NA,299.674237,NA,NA,4.5,3.5,NA,3,NA,NA,2,NA,84,299.6977734375
"Song_2","84:16",16,"N","Montuno",NA,299.857043,299.94248,299.896267,NA,299.892208,NA,NA,299.870544,NA,3,4.5,3.5,NA,3,NA,NA,2.5,NA,84,299.91988671875
"Song_2","85:1",1,"1","Montuno",300.11575,300.11813,300.138997,300.13683,NA,300.12386,NA,NA,300.113521,1.5,2.5,4.5,3.5,NA,3,NA,NA,3.5,300.142,85,300.142
"Song_2","85:2",2,"N","Montuno",NA,NA,300.344982,NA,NA,300.340756,NA,NA,300.318618,NA,NA,5,NA,NA,3,NA,NA,4,NA,85,300.364125
"Song_2","85:3",3,"N","Montuno",NA,NA,300.573616,300.5493,NA,300.556582,NA,NA,300.556938,NA,NA,4.5,3.5,NA,3.5,NA,NA,5,NA,85,300.58625
"Song_2","85:4",4,"2","Montuno",300.792151,300.770433,300.822106,300.775709,NA,300.77523,NA,NA,300.785293,1.5,2.5,4.5,3.5,NA,3.5,NA,NA,6,NA,85,300.808375
"Song_2","85:5",5,"N","Montuno",NA,NA,301.039408,301.007341,NA,301.003685,NA,NA,301.028298,NA,NA,4.5,3.5,NA,4,NA,NA,7,NA,85,301.0305
"Song_2","85:6",6,"N","Montuno",NA,NA,301.244606,NA,NA,NA,NA,NA,301.233657,NA,NA,5,NA,NA,NA,NA,NA,7,NA,85,301.252625
"Song_2","85:7",7,"3","Montuno",301.453052,301.442948,301.461503,301.429913,NA,301.455929,NA,NA,301.463338,1.5,2.5,5,3.5,NA,4,NA,NA,7.5,NA,85,301.47475
"Song_2","85:8",8,"N","Montuno",NA,NA,301.694872,301.656565,NA,301.692542,NA,NA,301.6692,NA,NA,5,4,NA,4,NA,NA,7.5,NA,85,301.696875
"Song_2","85:9",9,"N","Montuno",NA,NA,301.911527,301.884523,NA,301.912014,NA,NA,301.914429,NA,NA,5,4,NA,4,NA,NA,7.5,NA,85,301.919
"Song_2","85:10",10,"N","Montuno",NA,NA,302.140893,NA,NA,NA,NA,NA,302.127281,NA,NA,4.5,NA,NA,NA,NA,NA,7,NA,85,302.141125
"Song_2","85:11",11,"4","Montuno",302.349398,NA,302.351946,302.304927,NA,302.35188,NA,NA,302.357581,1.5,NA,4.5,3.5,NA,3.5,NA,NA,7.5,NA,85,302.36325
"Song_2","85:12",12,"N","Montuno",NA,302.573246,302.618844,302.54339,NA,NA,NA,NA,302.597222,NA,1.5,4.5,4,NA,NA,NA,NA,7,NA,85,302.585375
"Song_2","85:13",13,"5","Montuno",302.80677,NA,302.811803,302.788374,NA,302.80786,NA,NA,302.832585,1.5,NA,5,3.5,NA,3,NA,NA,6.5,NA,85,302.8075
"Song_2","85:14",14,"N","Montuno",NA,303.009108,303.053564,NA,NA,NA,NA,NA,303.046101,NA,1.5,4.5,NA,NA,NA,NA,NA,6,NA,85,303.029625
"Song_2","85:15",15,"N","Montuno",NA,303.206348,303.257642,303.215774,NA,303.245232,NA,NA,NA,NA,2,4.5,3.5,NA,3,NA,NA,NA,NA,85,303.25175
"Song_2","85:16",16,"N","Montuno",NA,303.422506,303.496906,303.449175,NA,303.484417,NA,NA,NA,NA,2.5,4.5,3.5,NA,3,NA,NA,NA,NA,85,303.473875
"Song_2","86:1",1,"1","Montuno",303.699877,303.668705,303.699197,303.695955,NA,303.711452,NA,NA,NA,2,2.5,4.5,3.5,NA,3,NA,NA,NA,303.696,86,303.696
"Song_2","86:2",2,"N","Montuno",NA,NA,303.901486,NA,NA,303.923807,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,86,303.919875
"Song_2","86:3",3,"N","Montuno",NA,NA,304.141727,304.129087,NA,304.144184,NA,NA,NA,NA,NA,4.5,3.5,NA,3.5,NA,NA,NA,NA,86,304.14375
"Song_2","86:4",4,"2","Montuno",304.362462,304.377871,304.403274,304.363895,NA,304.356768,NA,NA,NA,2.5,3,4.5,3.5,NA,3.5,NA,NA,NA,NA,86,304.367625
"Song_2","86:5",5,"N","Montuno",NA,NA,304.601335,304.616824,NA,304.583065,NA,NA,NA,NA,NA,5,3.5,NA,4,NA,NA,NA,NA,86,304.5915
"Song_2","86:6",6,"N","Montuno",NA,NA,304.825878,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,86,304.815375
"Song_2","86:7",7,"3","Montuno",305.028225,305.046942,305.06829,305.019888,NA,305.031077,NA,NA,NA,2.5,2.5,4.5,3.5,NA,4,NA,NA,NA,NA,86,305.03925
