"Piece","Label.SD","SD","Clave_.","Section","Clave","Bass","Guitar","Tres","Bongo","Bell","Cajon","Conga","Trumpet","Cl_Dens","Bs_Dens","Gt_Dens","Tr_Dens","Bn_Dens","Bl_Dens","Cj_Dens","Cn_Dens","Tm_Dens","CycleTime","Cycle","Isochronous.SD.Time"
"Song_2","26:4",4,"2","Son",92.65474,92.622164,92.655329,92.611357,NA,NA,NA,NA,NA,2,2,5,2.5,NA,NA,NA,NA,NA,NA,26,92.6445
"Song_2","26:5",5,"N","Son",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,92.865
"Song_2","26:6",6,"N","Son",NA,NA,NA,NA,93.079947,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,26,93.0855
"Song_2","26:7",7,"3","Son",93.303655,93.295832,93.32225,93.294482,NA,NA,NA,NA,NA,1.5,2,4,3,NA,NA,NA,NA,NA,NA,26,93.306
"Song_2","26:8",8,"N","Son",NA,NA,NA,93.527954,93.527778,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,NA,NA,NA,NA,NA,26,93.5265
"Song_2","26:9",9,"N","Son",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,93.747
"Song_2","26:10",10,"N","Son",NA,NA,93.996287,93.957245,93.98801,NA,NA,NA,NA,NA,NA,3,2.5,2.5,NA,NA,NA,NA,NA,26,93.9675
"Song_2","26:11",11,"4","Son",94.220765,NA,94.252133,NA,94.203421,NA,NA,NA,NA,1.5,NA,2.5,NA,3,NA,NA,NA,NA,NA,26,94.188
"Song_2","26:12",12,"N","Son",NA,NA,94.465836,94.426203,94.422431,NA,NA,NA,NA,NA,NA,2.5,2.5,3,NA,NA,NA,NA,NA,26,94.4085
"Song_2","26:13",13,"5","Son",94.652942,94.632494,94.691461,NA,94.615913,NA,NA,NA,NA,2,1.5,2.5,NA,3.5,NA,NA,NA,NA,NA,26,94.629
"Song_2","26:14",14,"N","Son",NA,NA,NA,94.868928,94.846808,NA,NA,NA,NA,NA,NA,NA,2.5,3.5,NA,NA,NA,NA,NA,26,94.8495
"Song_2","26:15",15,"N","Son",NA,95.049063,95.090324,95.083842,95.03802,NA,NA,NA,NA,NA,2,3,3,4,NA,NA,NA,NA,NA,26,95.07
"Song_2","26:16",16,"N","Son",NA,NA,95.31925,95.293654,95.27736,NA,NA,NA,NA,NA,NA,3.5,3.5,4,NA,NA,NA,NA,NA,26,95.2905
"Song_2","27:1",1,"1","Son",95.509937,NA,95.519626,NA,NA,NA,NA,NA,NA,1.5,NA,3.5,NA,NA,NA,NA,NA,NA,95.511,27,95.511
"Song_2","27:2",2,"N","Son",NA,NA,95.707261,NA,95.728725,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,27,95.7343125
"Song_2","27:3",3,"N","Son",NA,NA,95.937206,95.932326,95.942254,NA,NA,NA,NA,NA,NA,4.5,3,4.5,NA,NA,NA,NA,NA,27,95.957625
"Song_2","27:4",4,"2","Son",96.180111,NA,96.162428,96.175716,96.160749,NA,NA,NA,NA,2,NA,4.5,3,4.5,NA,NA,NA,NA,NA,27,96.1809375
"Song_2","27:5",5,"N","Son",NA,96.35111,96.397202,NA,NA,NA,NA,NA,NA,NA,1.5,4.5,NA,NA,NA,NA,NA,NA,NA,27,96.40425
"Song_2","27:6",6,"N","Son",NA,NA,NA,NA,96.606693,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,27,96.6275625
"Song_2","27:7",7,"3","Son",96.830987,96.815807,96.822018,96.864304,96.823626,NA,NA,NA,NA,1.5,1.5,4,3,4,NA,NA,NA,NA,NA,27,96.850875
"Song_2","27:8",8,"N","Son",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,97.0741875
"Song_2","27:9",9,"N","Son",NA,NA,NA,NA,97.28825,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,27,97.2975
"Song_2","27:10",10,"N","Son",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,97.5208125
"Song_2","27:11",11,"4","Son",97.750962,NA,97.74319,NA,97.722478,NA,NA,NA,NA,1.5,NA,3.5,NA,3.5,NA,NA,NA,NA,NA,27,97.744125
"Song_2","27:12",12,"N","Son",NA,NA,97.999062,NA,97.962966,NA,NA,NA,NA,NA,NA,3.5,NA,3,NA,NA,NA,NA,NA,27,97.9674375
"Song_2","27:13",13,"5","Son",98.198933,98.155359,98.18759,NA,98.177906,NA,NA,NA,NA,1.5,2,3.5,NA,3,NA,NA,NA,NA,NA,27,98.19075
"Song_2","27:14",14,"N","Son",NA,NA,NA,NA,98.386926,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,27,98.4140625
"Song_2","27:15",15,"N","Son",NA,98.602792,98.590863,NA,98.596122,NA,NA,NA,NA,NA,2,3.5,NA,4,NA,NA,NA,NA,NA,27,98.637375
"Song_2","27:16",16,"N","Son",NA,NA,NA,98.839836,98.83694,NA,NA,NA,NA,NA,NA,NA,1,3.5,NA,NA,NA,NA,NA,27,98.8606875
"Song_2","28:1",1,"1","Son",99.082938,NA,99.035317,NA,99.047992,NA,NA,NA,NA,1.5,NA,3,NA,4,NA,NA,NA,NA,99.084,28,99.084
"Song_2","28:2",2,"N","Son",NA,NA,99.232662,NA,99.263291,NA,NA,NA,NA,NA,NA,3.5,NA,4.5,NA,NA,NA,NA,NA,28,99.302625
"Song_2","28:3",3,"N","Son",NA,NA,99.475619,NA,99.479727,NA,NA,NA,NA,NA,NA,3.5,NA,4.5,NA,NA,NA,NA,NA,28,99.52125
"Song_2","28:4",4,"2","Son",99.731507,NA,99.691865,99.705255,99.715257,NA,NA,NA,NA,2,NA,4,1,5,NA,NA,NA,NA,NA,28,99.739875
"Song_2","28:5",5,"N","Son",NA,99.924553,99.934369,NA,99.92863,NA,NA,NA,NA,NA,1.5,4,NA,5,NA,NA,NA,NA,NA,28,99.9585
"Song_2","28:6",6,"N","Son",NA,NA,100.121,NA,100.148203,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,28,100.177125
"Song_2","28:7",7,"3","Son",100.371192,100.334776,100.343263,100.373979,100.363859,NA,NA,NA,NA,1.5,1.5,4,1.5,5,NA,NA,NA,NA,NA,28,100.39575
"Song_2","28:8",8,"N","Son",NA,NA,100.582985,100.59231,100.593757,NA,NA,NA,NA,NA,NA,4.5,2,5,NA,NA,NA,NA,NA,28,100.614375
"Song_2","28:9",9,"N","Son",NA,NA,100.801238,NA,100.810917,NA,NA,NA,NA,NA,NA,4.5,NA,5,NA,NA,NA,NA,NA,28,100.833
"Song_2","28:10",10,"N","Son",NA,NA,101.020627,101.017125,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,28,101.051625
"Song_2","28:11",11,"4","Son",101.259329,NA,101.237282,NA,101.22754,NA,NA,NA,NA,1.5,NA,4.5,NA,4.5,NA,NA,NA,NA,NA,28,101.27025
"Song_2","28:12",12,"N","Son",NA,NA,101.469339,NA,101.461893,NA,NA,NA,NA,NA,NA,5,NA,4.5,NA,NA,NA,NA,NA,28,101.488875
"Song_2","28:13",13,"5","Son",101.698601,101.684966,101.690086,NA,101.677619,NA,NA,NA,NA,2.5,1.5,5,NA,4.5,NA,NA,NA,NA,NA,28,101.7075
"Song_2","28:14",14,"N","Son",NA,NA,101.927401,NA,101.903796,NA,NA,NA,NA,NA,NA,5,NA,4.5,NA,NA,NA,NA,NA,28,101.926125
"Song_2","28:15",15,"N","Son",NA,102.104351,102.109196,102.10776,102.110875,NA,NA,NA,NA,NA,1.5,5,2,4.5,NA,NA,NA,NA,NA,28,102.14475
"Song_2","28:16",16,"N","Son",NA,NA,102.339298,NA,102.336713,NA,NA,NA,NA,NA,NA,5,NA,4.5,NA,NA,NA,NA,NA,28,102.363375
